ProbeSet,LocusLink,Symbol,GeneID
11752495_a_at,LOC3275,PRMT2,PRMT2_11752495_a_at
11752496_a_at,LOC8522,GAS7,GAS7_11752496_a_at
11752497_a_at,LOC4209,MEF2D,MEF2D_11752497_a_at
11752498_a_at,LOC53371,NUP54,NUP54_11752498_a_at
11752499_a_at,LOC800,CALD1,CALD1_11752499_a_at
11752500_a_at,LOC4121,MAN1A1,MAN1A1_11752500_a_at
11752501_a_at,LOC57007,ACKR3,ACKR3_11752501_a_at
11752502_s_at,LOC501,ALDH7A1,ALDH7A1_11752502_s_at
11752503_x_at,LOC501,ALDH7A1,ALDH7A1_11752503_x_at
11752504_a_at,LOC80824,DUSP16,DUSP16_11752504_a_at
11752505_x_at,LOC9479,MAPK8IP1,MAPK8IP1_11752505_x_at
11752506_s_at,LOC4000,LMNA,LMNA_11752506_s_at
11752507_x_at,LOC4000,LMNA,LMNA_11752507_x_at
11752508_a_at,LOC92906,HNRNPLL,HNRNPLL_11752508_a_at
11752509_s_at,LOC5660,PSAP,PSAP_11752509_s_at
11752510_x_at,LOC5660,PSAP,PSAP_11752510_x_at
11752511_a_at,LOC3354,HTR1E,HTR1E_11752511_a_at
11752512_a_at,LOC4299,AFF1,AFF1_11752512_a_at
11752513_a_at,LOC117154,DACH2,DACH2_11752513_a_at
11752514_x_at,LOC6536,SLC6A9,SLC6A9_11752514_x_at
11752515_a_at,LOC4953,ODC1,ODC1_11752515_a_at
11752516_a_at,,ANKHD1-EIF4EBP3 || ANKHD1,ANKHD1-EIF4EBP3 || ANKHD1_11752516_a_at
11752517_a_at,LOC8697,CDC23,CDC23_11752517_a_at
11752518_a_at,LOC55102,ATG2B,ATG2B_11752518_a_at
11752519_x_at,LOC30846,EHD2,EHD2_11752519_x_at
11752520_x_at,LOC151126,ZNF385B,ZNF385B_11752520_x_at
11752521_a_at,LOC2160,F11,F11_11752521_a_at
11752522_a_at,LOC29906,ST8SIA5,ST8SIA5_11752522_a_at
11752523_x_at,LOC29906,ST8SIA5,ST8SIA5_11752523_x_at
11752524_s_at,LOC1951,CELSR3,CELSR3_11752524_s_at
11752525_a_at,LOC57646,USP28,USP28_11752525_a_at
11752526_a_at,LOC2742,GLRA2,GLRA2_11752526_a_at
11752527_a_at,LOC115196,ZNF554,ZNF554_11752527_a_at
11752528_a_at,LOC10125,RASGRP1,RASGRP1_11752528_a_at
11752529_a_at,LOC146562,C16ORF71,C16ORF71_11752529_a_at
11752530_a_at,LOC55275,VPS53,VPS53_11752530_a_at
11752531_a_at,LOC130752,MDH1B,MDH1B_11752531_a_at
11752532_a_at,LOC200576,PIKFYVE,PIKFYVE_11752532_a_at
11752533_a_at,LOC149095,DCST1,DCST1_11752533_a_at
11752534_x_at,,LOC101930241 || ARHGEF4,LOC101930241 || ARHGEF4_11752534_x_at
11752535_a_at,LOC57018,CCNL1,CCNL1_11752535_a_at
11752536_a_at,LOC1768,DNAH6,DNAH6_11752536_a_at
11752537_s_at,,MROH7-TTC4 || MROH7,MROH7-TTC4 || MROH7_11752537_s_at
11752538_a_at,LOC2565,GABRG1,GABRG1_11752538_a_at
11752539_a_at,LOC5669,PSG1,PSG1_11752539_a_at
11752540_s_at,LOC23759,PPIL2,PPIL2_11752540_s_at
11752541_x_at,LOC23759,PPIL2,PPIL2_11752541_x_at
11752542_a_at,LOC394263,MUC21,MUC21_11752542_a_at
11752543_a_at,LOC7024,TFCP2,TFCP2_11752543_a_at
11752544_a_at,LOC10457,GPNMB,GPNMB_11752544_a_at
11752545_a_at,LOC10611,PDLIM5,PDLIM5_11752545_a_at
11752546_a_at,LOC64324,NSD1,NSD1_11752546_a_at
11752547_s_at,LOC51214,IGF2-AS,IGF2-AS_11752547_s_at
11752548_a_at,LOC216,ALDH1A1,ALDH1A1_11752548_a_at
11752549_x_at,LOC216,ALDH1A1,ALDH1A1_11752549_x_at
11752550_x_at,LOC10694,CCT8,CCT8_11752550_x_at
11752551_a_at,LOC154796,AMOT,AMOT_11752551_a_at
11752552_a_at,LOC56922,MCCC1,MCCC1_11752552_a_at
11752553_a_at,LOC285231,FBXW12,FBXW12_11752553_a_at
11752554_a_at,LOC7407,VARS,VARS_11752554_a_at
11752555_a_at,LOC2332,FMR1,FMR1_11752555_a_at
11752556_a_at,LOC9180,OSMR,OSMR_11752556_a_at
11752557_a_at,LOC153222,CREBRF,CREBRF_11752557_a_at
11752558_a_at,LOC540,ATP7B,ATP7B_11752558_a_at
11752559_a_at,LOC23654,PLXNB2,PLXNB2_11752559_a_at
11752560_a_at,LOC55061,SUSD4,SUSD4_11752560_a_at
11752561_a_at,LOC1012,CDH13,CDH13_11752561_a_at
11752562_x_at,LOC1012,CDH13,CDH13_11752562_x_at
11752563_a_at,LOC9666,DZIP3,DZIP3_11752563_a_at
11752564_x_at,LOC9370,ADIPOQ,ADIPOQ_11752564_x_at
11752565_a_at,LOC57282,SLC4A10,SLC4A10_11752565_a_at
11752566_a_at,LOC11060,WWP2,WWP2_11752566_a_at
11752567_a_at,LOC8626,TP63,TP63_11752567_a_at
11752568_a_at,LOC3932,LCK,LCK_11752568_a_at
11752569_x_at,LOC3932,LCK,LCK_11752569_x_at
11752570_a_at,LOC54453,RIN2,RIN2_11752570_a_at
11752571_a_at,LOC8874,ARHGEF7,ARHGEF7_11752571_a_at
11752572_a_at,LOC6513,SLC2A1,SLC2A1_11752572_a_at
11752573_a_at,LOC26048,ZNF500,ZNF500_11752573_a_at
11752574_a_at,LOC200895,DHFRL1,DHFRL1_11752574_a_at
11752575_a_at,LOC81493,SYNC,SYNC_11752575_a_at
11752576_a_at,LOC126549,ANKLE1,ANKLE1_11752576_a_at
11752577_at,LOC2495,FTH1,FTH1_11752577_at
11752578_a_at,LOC6660,SOX5,SOX5_11752578_a_at
11752579_x_at,LOC6915,TBXA2R,TBXA2R_11752579_x_at
11752580_a_at,LOC11216,AKAP10,AKAP10_11752580_a_at
11752581_x_at,LOC124975,GGT6,GGT6_11752581_x_at
11752582_x_at,LOC3811,KIR3DL1,KIR3DL1_11752582_x_at
11752583_a_at,LOC923,CD6,CD6_11752583_a_at
11752584_a_at,LOC9731,CEP104,CEP104_11752584_a_at
11752585_a_at,LOC79955,PDZD7,PDZD7_11752585_a_at
11752586_a_at,LOC126526,C19ORF47,C19ORF47_11752586_a_at
11752587_a_at,LOC10501,SEMA6B,SEMA6B_11752587_a_at
11752588_s_at,LOC6059,ABCE1,ABCE1_11752588_s_at
11752589_a_at,,LOC100996758 || NPY4R,LOC100996758 || NPY4R_11752589_a_at
11752590_s_at,LOC729230,CCR2,CCR2_11752590_s_at
11752591_a_at,LOC11113,CIT,CIT_11752591_a_at
11752592_a_at,LOC9859,CEP170,CEP170_11752592_a_at
11752593_x_at,LOC9859,CEP170,CEP170_11752593_x_at
11752594_a_at,LOC5470,PPEF2,PPEF2_11752594_a_at
11752595_a_at,LOC3313,HSPA9,HSPA9_11752595_a_at
11752596_s_at,LOC1200,TPP1,TPP1_11752596_s_at
11752597_a_at,LOC6557,SLC12A1,SLC12A1_11752597_a_at
11752598_x_at,LOC253832,ZDHHC20,ZDHHC20_11752598_x_at
11752599_s_at,,RBMY1F || RBMY1B || RBMY1D || RBMY1E || RBMY1J || RBMY1A1,RBMY1F || RBMY1B || RBMY1D || RBMY1E || RBMY1J || RBMY1A1_11752599_s_at
11752600_a_at,LOC58985,IL22RA1,IL22RA1_11752600_a_at
11752601_x_at,LOC4360,MRC1,MRC1_11752601_x_at
11752602_a_at,LOC79735,TBC1D17,TBC1D17_11752602_a_at
11752603_a_at,LOC51493,RTCB,RTCB_11752603_a_at
11752604_s_at,LOC51493,RTCB,RTCB_11752604_s_at
11752605_a_at,LOC340371,NRBP2,NRBP2_11752605_a_at
11752606_x_at,LOC340371,NRBP2,NRBP2_11752606_x_at
11752607_a_at,LOC7982,ST7,ST7_11752607_a_at
11752608_x_at,LOC7982,ST7,ST7_11752608_x_at
11752609_a_at,LOC9885,OSBPL2,OSBPL2_11752609_a_at
11752610_a_at,LOC9473,THEMIS2,THEMIS2_11752610_a_at
11752611_s_at,LOC6745,SSR1,SSR1_11752611_s_at
11752612_at,LOC23555,TSPAN15,TSPAN15_11752612_at
11752613_a_at,LOC3718,JAK3,JAK3_11752613_a_at
11752614_a_at,LOC8021,NUP214,NUP214_11752614_a_at
11752615_a_at,LOC1739,DLG1,DLG1_11752615_a_at
11752616_x_at,LOC1739,DLG1,DLG1_11752616_x_at
11752617_a_at,LOC9862,MED24,MED24_11752617_a_at
11752618_x_at,LOC9862,MED24,MED24_11752618_x_at
11752619_a_at,LOC79368,FCRL2,FCRL2_11752619_a_at
11752620_s_at,LOC51646,YPEL5,YPEL5_11752620_s_at
11752621_x_at,LOC11173,ADAMTS7,ADAMTS7_11752621_x_at
11752622_a_at,LOC54899,PXK,PXK_11752622_a_at
11752623_x_at,LOC54899,PXK,PXK_11752623_x_at
11752624_x_at,LOC5141,PDE4A,PDE4A_11752624_x_at
11752625_a_at,LOC5826,ABCD4,ABCD4_11752625_a_at
11752626_a_at,LOC5087,PBX1,PBX1_11752626_a_at
11752627_a_at,LOC1047,CLGN,CLGN_11752627_a_at
11752628_a_at,LOC10492,SYNCRIP,SYNCRIP_11752628_a_at
11752629_s_at,LOC9584,RBM39,RBM39_11752629_s_at
11752630_x_at,LOC9584,RBM39,RBM39_11752630_x_at
11752631_a_at,LOC54440,SASH3,SASH3_11752631_a_at
11752632_a_at,LOC8243,SMC1A,SMC1A_11752632_a_at
11752633_a_at,LOC10439,OLFM1,OLFM1_11752633_a_at
11752634_x_at,LOC3856,KRT8,KRT8_11752634_x_at
11752635_x_at,LOC3757,KCNH2,KCNH2_11752635_x_at
11752636_a_at,LOC26133,TRPC4AP,TRPC4AP_11752636_a_at
11752637_a_at,LOC11322,TMC6,TMC6_11752637_a_at
11752638_x_at,LOC11322,TMC6,TMC6_11752638_x_at
11752639_x_at,LOC4007,PRICKLE3,PRICKLE3_11752639_x_at
11752640_a_at,,LOC100653137 || CDH23,LOC100653137 || CDH23_11752640_a_at
11752641_a_at,LOC5754,PTK7,PTK7_11752641_a_at
11752642_a_at,LOC81033,KCNH6,KCNH6_11752642_a_at
11752643_a_at,LOC4352,MPL,MPL_11752643_a_at
11752644_a_at,LOC7073,TIAL1,TIAL1_11752644_a_at
11752645_a_at,LOC5034,P4HB,P4HB_11752645_a_at
11752646_a_at,LOC3762,KCNJ5,KCNJ5_11752646_a_at
11752647_a_at,LOC164656,TMPRSS6,TMPRSS6_11752647_a_at
11752648_a_at,LOC9576,SPAG6,SPAG6_11752648_a_at
11752649_s_at,LOC50,ACO2,ACO2_11752649_s_at
11752650_a_at,LOC57148,RALGAPB,RALGAPB_11752650_a_at
11752651_a_at,LOC4660,PPP1R12B,PPP1R12B_11752651_a_at
11752652_a_at,LOC79066,METTL16,METTL16_11752652_a_at
11752653_a_at,LOC3889,KRT83,KRT83_11752653_a_at
11752654_a_at,LOC79158,GNPTAB,GNPTAB_11752654_a_at
11752655_at,LOC388007,SERPINA13P,SERPINA13P_11752655_at
11752656_a_at,LOC875,CBS,CBS_11752656_a_at
11752657_a_at,LOC1789,DNMT3B,DNMT3B_11752657_a_at
11752658_x_at,LOC1789,DNMT3B,DNMT3B_11752658_x_at
11752659_a_at,LOC51378,ANGPT4,ANGPT4_11752659_a_at
11752660_a_at,,LOC100653194 || SIRPB1,LOC100653194 || SIRPB1_11752660_a_at
11752661_a_at,LOC54903,MKS1,MKS1_11752661_a_at
11752662_x_at,LOC54903,MKS1,MKS1_11752662_x_at
11752663_a_at,LOC2218,FKTN,FKTN_11752663_a_at
11752664_a_at,LOC53637,S1PR5,S1PR5_11752664_a_at
11752665_a_at,LOC55732,C1ORF112,C1ORF112_11752665_a_at
11752666_a_at,LOC84002,B3GNT5,B3GNT5_11752666_a_at
11752667_a_at,LOC11178,LZTS1,LZTS1_11752667_a_at
11752668_x_at,,CNOT4,CNOT4_11752668_x_at
11752669_a_at,LOC285672,SREK1IP1,SREK1IP1_11752669_a_at
11752670_a_at,LOC3992,FADS1,FADS1_11752670_a_at
11752671_a_at,LOC64428,NARFL,NARFL_11752671_a_at
11752672_x_at,LOC64428,NARFL,NARFL_11752672_x_at
11752673_x_at,LOC4000,LMNA,LMNA_11752673_x_at
11752674_a_at,LOC25803,SPDEF,SPDEF_11752674_a_at
11752675_a_at,LOC11054,OGFR,OGFR_11752675_a_at
11752676_x_at,,OGFR,OGFR_11752676_x_at
11752677_a_at,LOC29889,GNL2,GNL2_11752677_a_at
11752678_a_at,LOC1620,BRINP1,BRINP1_11752678_a_at
11752679_a_at,LOC257397,TAB3,TAB3_11752679_a_at
11752680_a_at,LOC65084,TMEM135,TMEM135_11752680_a_at
11752681_s_at,LOC65084,TMEM135,TMEM135_11752681_s_at
11752682_x_at,LOC25884,CHRDL2,CHRDL2_11752682_x_at
11752683_a_at,LOC57821,CCDC181,CCDC181_11752683_a_at
11752684_a_at,LOC283461,C12ORF40,C12ORF40_11752684_a_at
11752685_a_at,LOC361,AQP4,AQP4_11752685_a_at
11752686_x_at,LOC361,AQP4,AQP4_11752686_x_at
11752687_a_at,LOC142685,ASB15,ASB15_11752687_a_at
11752688_a_at,LOC6239,RREB1,RREB1_11752688_a_at
11752689_a_at,LOC10956,OS9,OS9_11752689_a_at
11752690_a_at,LOC10616,RBCK1,RBCK1_11752690_a_at
11752691_a_at,LOC90529,STPG1,STPG1_11752691_a_at
11752692_x_at,LOC29982,NRBF2,NRBF2_11752692_x_at
11752693_a_at,LOC6839,SUV39H1,SUV39H1_11752693_a_at
11752694_x_at,LOC55771,PRR11,PRR11_11752694_x_at
11752695_a_at,LOC54440,SASH3,SASH3_11752695_a_at
11752696_a_at,LOC55276,PGM2,PGM2_11752696_a_at
11752697_a_at,LOC64773,PCED1A,PCED1A_11752697_a_at
11752698_x_at,LOC64773,PCED1A,PCED1A_11752698_x_at
11752699_a_at,,LOC101930241 || ARHGEF4,LOC101930241 || ARHGEF4_11752699_a_at
11752700_a_at,LOC23200,ATP11B,ATP11B_11752700_a_at
11752701_s_at,,RHCE || RHD,RHCE || RHD_11752701_s_at
11752702_a_at,LOC5609,MAP2K7,MAP2K7_11752702_a_at
11752703_a_at,LOC84181,CHD6,CHD6_11752703_a_at
11752704_a_at,LOC170692,ADAMTS18,ADAMTS18_11752704_a_at
11752705_s_at,,FAM225B || FAM225A,FAM225B || FAM225A_11752705_s_at
11752706_x_at,LOC284904,SEC14L4,SEC14L4_11752706_x_at
11752707_a_at,LOC360200,TMPRSS9,TMPRSS9_11752707_a_at
11752708_a_at,LOC1399,CRKL,CRKL_11752708_a_at
11752709_a_at,LOC7762,ZNF215,ZNF215_11752709_a_at
11752710_x_at,LOC7762,ZNF215,ZNF215_11752710_x_at
11752711_a_at,LOC7143,TNR,TNR_11752711_a_at
11752712_a_at,LOC145508,CEP128,CEP128_11752712_a_at
11752713_x_at,LOC145508,CEP128,CEP128_11752713_x_at
11752714_x_at,LOC79096,C11ORF49,C11ORF49_11752714_x_at
11752715_a_at,LOC10983,CCNI,CCNI_11752715_a_at
11752716_s_at,LOC10983,CCNI,CCNI_11752716_s_at
11752717_x_at,LOC10983,CCNI,CCNI_11752717_x_at
11752718_a_at,LOC2664,GDI1,GDI1_11752718_a_at
11752719_a_at,LOC9704,DHX34,DHX34_11752719_a_at
11752720_a_at,LOC340393,TMEM249,TMEM249_11752720_a_at
11752721_a_at,LOC25904,CNOT10,CNOT10_11752721_a_at
11752722_a_at,LOC116224,FAM122A,FAM122A_11752722_a_at
11752723_a_at,LOC131450,CD200R1,CD200R1_11752723_a_at
11752724_a_at,LOC92949,ADAMTSL1,ADAMTSL1_11752724_a_at
11752725_at,LOC10399,GNB2L1,GNB2L1_11752725_at
11752726_x_at,LOC10399,GNB2L1,GNB2L1_11752726_x_at
11752727_a_at,LOC56623,INPP5E,INPP5E_11752727_a_at
11752728_x_at,LOC7355,SLC35A2,SLC35A2_11752728_x_at
11752729_a_at,LOC11178,LZTS1,LZTS1_11752729_a_at
11752730_a_at,LOC5078,PAX4,PAX4_11752730_a_at
11752731_a_at,LOC286676,ILDR1,ILDR1_11752731_a_at
11752732_x_at,LOC11062,DUS4L,DUS4L_11752732_x_at
11752733_a_at,LOC1456,CSNK1G3,CSNK1G3_11752733_a_at
11752734_x_at,LOC7697,ZNF138,ZNF138_11752734_x_at
11752735_a_at,LOC4677,NARS,NARS_11752735_a_at
11752736_x_at,LOC66005,CHID1,CHID1_11752736_x_at
11752737_a_at,LOC64581,CLEC7A,CLEC7A_11752737_a_at
11752738_a_at,LOC55183,RIF1,RIF1_11752738_a_at
11752739_s_at,,SLC2A14 || SLC2A3,SLC2A14 || SLC2A3_11752739_s_at
11752740_a_at,LOC348938,NIPAL4,NIPAL4_11752740_a_at
11752741_a_at,LOC55315,SLC29A3,SLC29A3_11752741_a_at
11752742_at,LOC729815,LOC729815,LOC729815_11752742_at
11752743_x_at,LOC729815,LOC729815,LOC729815_11752743_x_at
11752744_a_at,LOC5641,LGMN,LGMN_11752744_a_at
11752745_x_at,LOC5641,LGMN,LGMN_11752745_x_at
11752746_a_at,LOC5211,PFKL,PFKL_11752746_a_at
11752747_a_at,LOC57380,MRS2,MRS2_11752747_a_at
11752748_x_at,LOC57380,MRS2,MRS2_11752748_x_at
11752749_a_at,LOC221711,SYCP2L,SYCP2L_11752749_a_at
11752750_a_at,LOC167691,LCA5,LCA5_11752750_a_at
11752751_s_at,LOC284889,LOC284889,LOC284889_11752751_s_at
11752752_x_at,LOC390927,ZNF793,ZNF793_11752752_x_at
11752753_a_at,LOC57613,KIAA1467,KIAA1467_11752753_a_at
11752754_s_at,LOC6382,SDC1,SDC1_11752754_s_at
11752755_a_at,LOC9617,MTRF1,MTRF1_11752755_a_at
11752756_s_at,LOC254272,TBC1D28,TBC1D28_11752756_s_at
11752757_s_at,LOC1975,EIF4B,EIF4B_11752757_s_at
11752758_x_at,LOC1975,EIF4B,EIF4B_11752758_x_at
11752759_x_at,LOC153562,MARVELD2,MARVELD2_11752759_x_at
11752760_a_at,LOC51014,TMED7,TMED7_11752760_a_at
11752761_a_at,LOC56946,C11ORF30,C11ORF30_11752761_a_at
11752762_s_at,,POTEB2 || LOC100288966 || POTEB || POTED || POTEC,POTEB2 || LOC100288966 || POTEB || POTED || POTEC_11752762_s_at
11752763_a_at,LOC399512,SLC25A35,SLC25A35_11752763_a_at
11752764_x_at,LOC613,BCR,BCR_11752764_x_at
11752765_s_at,LOC10628,TXNIP,TXNIP_11752765_s_at
11752766_x_at,LOC10385,BTN2A2,BTN2A2_11752766_x_at
11752767_a_at,LOC9043,SPAG9,SPAG9_11752767_a_at
11752768_s_at,LOC56181,MTFR1L,MTFR1L_11752768_s_at
11752769_a_at,LOC79605,PGBD5,PGBD5_11752769_a_at
11752770_a_at,LOC6605,SMARCE1,SMARCE1_11752770_a_at
11752771_a_at,LOC51363,CHST15,CHST15_11752771_a_at
11752772_a_at,LOC26249,KLHL3,KLHL3_11752772_a_at
11752773_a_at,LOC5078,PAX4,PAX4_11752773_a_at
11752774_a_at,LOC9628,RGS6,RGS6_11752774_a_at
11752775_a_at,LOC3559,IL2RA,IL2RA_11752775_a_at
11752776_a_at,LOC23294,ANKS1A,ANKS1A_11752776_a_at
11752777_s_at,,BMP8A || BMP8B,BMP8A || BMP8B_11752777_s_at
11752778_a_at,LOC64427,TTC31,TTC31_11752778_a_at
11752779_x_at,LOC633,BGN,BGN_11752779_x_at
11752780_a_at,LOC10010,TANK,TANK_11752780_a_at
11752781_s_at,LOC10010,TANK,TANK_11752781_s_at
11752782_a_at,LOC23259,DDHD2,DDHD2_11752782_a_at
11752783_a_at,LOC23768,FLRT2,FLRT2_11752783_a_at
11752784_s_at,LOC23768,FLRT2,FLRT2_11752784_s_at
11752785_a_at,LOC201501,ZBTB7C,ZBTB7C_11752785_a_at
11752786_a_at,LOC84674,CARD6,CARD6_11752786_a_at
11752787_a_at,LOC7161,TP73,TP73_11752787_a_at
11752788_a_at,LOC9686,VGLL4,VGLL4_11752788_a_at
11752789_s_at,LOC10989,IMMT,IMMT_11752789_s_at
11752790_a_at,LOC23112,TNRC6B,TNRC6B_11752790_a_at
11752791_a_at,LOC2050,EPHB4,EPHB4_11752791_a_at
11752792_a_at,LOC6867,TACC1,TACC1_11752792_a_at
11752793_x_at,LOC6867,TACC1,TACC1_11752793_x_at
11752794_a_at,LOC6773,STAT2,STAT2_11752794_a_at
11752795_x_at,LOC6773,STAT2,STAT2_11752795_x_at
11752796_x_at,LOC285315,C3ORF33,C3ORF33_11752796_x_at
11752797_a_at,LOC55251,PCMTD2,PCMTD2_11752797_a_at
11752798_a_at,LOC3658,IREB2,IREB2_11752798_a_at
11752799_at,,ENSG00000227926,ENSG00000227926_11752799_at
11752800_s_at,LOC50801,KCNK4,KCNK4_11752800_s_at
11752801_a_at,LOC3431,SP110,SP110_11752801_a_at
11752802_x_at,LOC3431,SP110,SP110_11752802_x_at
11752803_x_at,LOC255738,PCSK9,PCSK9_11752803_x_at
11752804_a_at,LOC6317,SERPINB3,SERPINB3_11752804_a_at
11752805_s_at,,SERPINB3 || SERPINB4,SERPINB3 || SERPINB4_11752805_s_at
11752806_x_at,LOC6317,SERPINB3,SERPINB3_11752806_x_at
11752807_a_at,LOC2139,EYA2,EYA2_11752807_a_at
11752808_x_at,LOC2139,EYA2,EYA2_11752808_x_at
11752809_a_at,LOC8499,PPFIA2,PPFIA2_11752809_a_at
11752810_a_at,LOC22845,DOLK,DOLK_11752810_a_at
11752811_a_at,LOC57348,TTYH1,TTYH1_11752811_a_at
11752812_x_at,LOC57348,TTYH1,TTYH1_11752812_x_at
11752813_a_at,LOC100132891,LOC100132891,LOC100132891_11752813_a_at
11752814_s_at,LOC7132,TNFRSF1A,TNFRSF1A_11752814_s_at
11752815_x_at,LOC51669,TMEM66,TMEM66_11752815_x_at
11752816_a_at,LOC3978,LIG1,LIG1_11752816_a_at
11752817_s_at,LOC1200,TPP1,TPP1_11752817_s_at
11752818_x_at,LOC389649,C8ORF86,C8ORF86_11752818_x_at
11752819_at,LOC100133957,UXT-AS1,UXT-AS1_11752819_at
11752820_a_at,LOC55022,PID1,PID1_11752820_a_at
11752821_a_at,LOC10121,ACTR1A,ACTR1A_11752821_a_at
11752822_x_at,LOC10121,ACTR1A,ACTR1A_11752822_x_at
11752823_x_at,LOC116138,KLHDC3,KLHDC3_11752823_x_at
11752824_a_at,,TMEM256-PLSCR3 || PLSCR3,TMEM256-PLSCR3 || PLSCR3_11752824_a_at
11752825_a_at,LOC9459,ARHGEF6,ARHGEF6_11752825_a_at
11752826_a_at,LOC6097,RORC,RORC_11752826_a_at
11752827_a_at,LOC5829,PXN,PXN_11752827_a_at
11752828_x_at,LOC5829,PXN,PXN_11752828_x_at
11752829_a_at,LOC51322,WAC,WAC_11752829_a_at
11752830_a_at,LOC79724,ZNF768,ZNF768_11752830_a_at
11752831_s_at,LOC65988,ZNF747,ZNF747_11752831_s_at
11752832_x_at,LOC1604,CD55,CD55_11752832_x_at
11752833_x_at,LOC27315,PGAP2,PGAP2_11752833_x_at
11752834_s_at,LOC79908,BTNL8,BTNL8_11752834_s_at
11752835_a_at,LOC84335,AKT1S1,AKT1S1_11752835_a_at
11752836_a_at,LOC30817,EMR2,EMR2_11752836_a_at
11752837_x_at,LOC30817,EMR2,EMR2_11752837_x_at
11752838_s_at,LOC27141,CIDEB,CIDEB_11752838_s_at
11752839_a_at,LOC7739,ZNF185,ZNF185_11752839_a_at
11752840_a_at,LOC22936,ELL2,ELL2_11752840_a_at
11752841_x_at,LOC7108,TM7SF2,TM7SF2_11752841_x_at
11752842_a_at,LOC11167,FSTL1,FSTL1_11752842_a_at
11752843_x_at,LOC8878,SQSTM1,SQSTM1_11752843_x_at
11752844_x_at,,PTGER3,PTGER3_11752844_x_at
11752845_a_at,LOC8874,ARHGEF7,ARHGEF7_11752845_a_at
11752846_x_at,LOC8874,ARHGEF7,ARHGEF7_11752846_x_at
11752847_a_at,LOC4782,NFIC,NFIC_11752847_a_at
11752848_x_at,LOC93099,DMKN,DMKN_11752848_x_at
11752849_a_at,LOC10283,CWC27,CWC27_11752849_a_at
11752850_x_at,LOC10283,CWC27,CWC27_11752850_x_at
11752851_a_at,LOC51535,PPHLN1,PPHLN1_11752851_a_at
11752852_x_at,LOC51535,PPHLN1,PPHLN1_11752852_x_at
11752853_a_at,LOC6927,HNF1A,HNF1A_11752853_a_at
11752854_a_at,LOC5277,PIGA,PIGA_11752854_a_at
11752855_x_at,,PIGA,PIGA_11752855_x_at
11752856_a_at,LOC56163,RNF17,RNF17_11752856_a_at
11752857_x_at,LOC2875,GPT,GPT_11752857_x_at
11752858_x_at,,EDA,EDA_11752858_x_at
11752859_a_at,LOC57406,ABHD6,ABHD6_11752859_a_at
11752860_a_at,LOC941,CD80,CD80_11752860_a_at
11752861_a_at,LOC80737,VWA7,VWA7_11752861_a_at
11752862_a_at,LOC11279,KLF8,KLF8_11752862_a_at
11752863_s_at,LOC10075,HUWE1,HUWE1_11752863_s_at
11752864_a_at,LOC2241,FER,FER_11752864_a_at
11752865_x_at,,ACTB,ACTB_11752865_x_at
11752866_a_at,,FAM47E-STBD1 || STBD1,FAM47E-STBD1 || STBD1_11752866_a_at
11752867_a_at,LOC10908,PNPLA6,PNPLA6_11752867_a_at
11752868_a_at,LOC23130,ATG2A,ATG2A_11752868_a_at
11752869_s_at,LOC1052,CEBPD,CEBPD_11752869_s_at
11752870_a_at,LOC85444,LRRCC1,LRRCC1_11752870_a_at
11752871_a_at,LOC1636,ACE,ACE_11752871_a_at
11752872_a_at,LOC10484,SEC23A,SEC23A_11752872_a_at
11752873_a_at,LOC8631,SKAP1,SKAP1_11752873_a_at
11752874_a_at,LOC2583,B4GALNT1,B4GALNT1_11752874_a_at
11752875_a_at,LOC150538,SATB2-AS1,SATB2-AS1_11752875_a_at
11752876_x_at,LOC4322,MMP13,MMP13_11752876_x_at
11752877_x_at,LOC203068,TUBB,TUBB_11752877_x_at
11752878_a_at,LOC79755,ZNF750,ZNF750_11752878_a_at
11752879_x_at,,SMTN,SMTN_11752879_x_at
11752880_a_at,LOC6007,RHD,RHD_11752880_a_at
11752881_s_at,,RHCE || RHD,RHCE || RHD_11752881_s_at
11752882_a_at,LOC112937,GLB1L3,GLB1L3_11752882_a_at
11752883_s_at,LOC65110,UPF3A,UPF3A_11752883_s_at
11752884_x_at,LOC65110,UPF3A,UPF3A_11752884_x_at
11752885_x_at,LOC1200,TPP1,TPP1_11752885_x_at
11752886_a_at,LOC10938,EHD1,EHD1_11752886_a_at
11752887_x_at,LOC10938,EHD1,EHD1_11752887_x_at
11752888_a_at,LOC23205,ACSBG1,ACSBG1_11752888_a_at
11752889_x_at,LOC80270,HSD3B7,HSD3B7_11752889_x_at
11752890_a_at,LOC6640,SNTA1,SNTA1_11752890_a_at
11752891_x_at,LOC7299,TYR,TYR_11752891_x_at
11752892_x_at,,LILRA2,LILRA2_11752892_x_at
11752893_a_at,LOC729993,SHISA9,SHISA9_11752893_a_at
11752894_a_at,LOC80125,CCDC33,CCDC33_11752894_a_at
11752895_a_at,LOC51310,SLC22A17,SLC22A17_11752895_a_at
11752896_at,LOC57409,MIF4GD,MIF4GD_11752896_at
11752897_a_at,LOC26959,HBP1,HBP1_11752897_a_at
11752898_a_at,LOC285755,PPIL6,PPIL6_11752898_a_at
11752899_s_at,LOC7095,SEC62,SEC62_11752899_s_at
11752900_a_at,LOC113451,ADC,ADC_11752900_a_at
11752901_x_at,LOC113451,ADC,ADC_11752901_x_at
11752902_a_at,LOC5354,PLP1,PLP1_11752902_a_at
