ProbeSet,LocusLink,Symbol,GeneID
11752090_a_at,LOC8493,PPM1D,PPM1D_11752090_a_at
11752091_a_at,LOC63892,THADA,THADA_11752091_a_at
11752092_s_at,LOC41,ASIC1,ASIC1_11752092_s_at
11752093_a_at,LOC27136,MORC1,MORC1_11752093_a_at
11752094_a_at,LOC1982,EIF4G2,EIF4G2_11752094_a_at
11752095_a_at,LOC5788,PTPRC,PTPRC_11752095_a_at
11752096_a_at,LOC153241,CEP120,CEP120_11752096_a_at
11752097_a_at,LOC863,CBFA2T3,CBFA2T3_11752097_a_at
11752098_a_at,LOC1659,DHX8,DHX8_11752098_a_at
11752099_s_at,LOC27086,FOXP1,FOXP1_11752099_s_at
11752100_s_at,LOC1871,E2F3,E2F3_11752100_s_at
11752101_s_at,LOC1965,EIF2S1,EIF2S1_11752101_s_at
11752102_s_at,LOC54431,DNAJC10,DNAJC10_11752102_s_at
11752103_a_at,LOC3098,HK1,HK1_11752103_a_at
11752104_a_at,LOC7290,HIRA,HIRA_11752104_a_at
11752105_x_at,LOC1235,CCR6,CCR6_11752105_x_at
11752106_x_at,LOC1048,CEACAM5,CEACAM5_11752106_x_at
11752107_a_at,LOC85302,FBF1,FBF1_11752107_a_at
11752108_a_at,LOC55291,PPP6R3,PPP6R3_11752108_a_at
11752109_a_at,LOC23324,MAN2B2,MAN2B2_11752109_a_at
11752110_a_at,LOC4983,OPHN1,OPHN1_11752110_a_at
11752111_a_at,LOC28996,HIPK2,HIPK2_11752111_a_at
11752112_a_at,LOC27164,SALL3,SALL3_11752112_a_at
11752113_a_at,LOC8821,INPP4B,INPP4B_11752113_a_at
11752114_a_at,LOC85320,ABCC11,ABCC11_11752114_a_at
11752115_a_at,LOC100126270,FMR1-AS1,FMR1-AS1_11752115_a_at
11752116_a_at,LOC2263,FGFR2,FGFR2_11752116_a_at
11752117_x_at,,NPHP3-ACAD11 || ACAD11,NPHP3-ACAD11 || ACAD11_11752117_x_at
11752118_x_at,LOC6915,TBXA2R,TBXA2R_11752118_x_at
11752119_x_at,LOC26503,SLC17A5,SLC17A5_11752119_x_at
11752120_a_at,LOC51430,SUCO,SUCO_11752120_a_at
11752121_a_at,LOC25799,ZNF324,ZNF324_11752121_a_at
11752122_a_at,LOC5900,RALGDS,RALGDS_11752122_a_at
11752123_a_at,LOC4036,LRP2,LRP2_11752123_a_at
11752124_a_at,LOC51593,SRRT,SRRT_11752124_a_at
11752125_x_at,LOC51593,SRRT,SRRT_11752125_x_at
11752126_a_at,LOC6712,SPTBN2,SPTBN2_11752126_a_at
11752127_a_at,LOC56957,OTUD7B,OTUD7B_11752127_a_at
11752128_a_at,LOC3376,IARS,IARS_11752128_a_at
11752129_a_at,,BIVM-ERCC5 || ERCC5,BIVM-ERCC5 || ERCC5_11752129_a_at
11752130_a_at,LOC10274,STAG1,STAG1_11752130_a_at
11752131_a_at,LOC57142,RTN4,RTN4_11752131_a_at
11752132_a_at,LOC1740,DLG2,DLG2_11752132_a_at
11752133_a_at,LOC79598,CEP97,CEP97_11752133_a_at
11752134_a_at,LOC116931,MED12L,MED12L_11752134_a_at
11752135_a_at,LOC23258,DENND5A,DENND5A_11752135_a_at
11752136_a_at,LOC4163,MCC,MCC_11752136_a_at
11752137_a_at,LOC11174,ADAMTS6,ADAMTS6_11752137_a_at
11752138_a_at,LOC23335,WDR7,WDR7_11752138_a_at
11752139_a_at,LOC22906,TRAK1,TRAK1_11752139_a_at
11752140_x_at,LOC28964,GIT1,GIT1_11752140_x_at
11752141_a_at,LOC80820,EEPD1,EEPD1_11752141_a_at
11752142_a_at,LOC2316,FLNA,FLNA_11752142_a_at
11752143_a_at,LOC8647,ABCB11,ABCB11_11752143_a_at
11752144_a_at,LOC51111,SUV420H1,SUV420H1_11752144_a_at
11752145_x_at,LOC84631,SLITRK2,SLITRK2_11752145_x_at
11752146_a_at,LOC6660,SOX5,SOX5_11752146_a_at
11752147_a_at,LOC252983,STXBP4,STXBP4_11752147_a_at
11752148_a_at,LOC93986,FOXP2,FOXP2_11752148_a_at
11752149_a_at,LOC53347,UBASH3A,UBASH3A_11752149_a_at
11752150_a_at,LOC53616,ADAM22,ADAM22_11752150_a_at
11752151_a_at,LOC81472,OR2C3,OR2C3_11752151_a_at
11752152_x_at,LOC81472,OR2C3,OR2C3_11752152_x_at
11752153_a_at,LOC23218,NBEAL2,NBEAL2_11752153_a_at
11752154_x_at,LOC23218,NBEAL2,NBEAL2_11752154_x_at
11752155_a_at,LOC23081,KDM4C,KDM4C_11752155_a_at
11752156_a_at,LOC285973,ATG9B,ATG9B_11752156_a_at
11752157_a_at,LOC10411,RAPGEF3,RAPGEF3_11752157_a_at
11752158_x_at,LOC4607,MYBPC3,MYBPC3_11752158_x_at
11752159_a_at,LOC3069,HDLBP,HDLBP_11752159_a_at
11752160_a_at,,FPGT-TNNI3K || TNNI3K,FPGT-TNNI3K || TNNI3K_11752160_a_at
11752161_a_at,LOC4626,MYH8,MYH8_11752161_a_at
11752163_a_at,LOC84678,KDM2B,KDM2B_11752163_a_at
11752164_x_at,LOC84678,KDM2B,KDM2B_11752164_x_at
11752165_s_at,LOC5315,PKM,PKM_11752165_s_at
11752166_x_at,LOC5315,PKM,PKM_11752166_x_at
11752167_a_at,LOC122809,SOCS4,SOCS4_11752167_a_at
11752168_x_at,LOC132660,LIN54,LIN54_11752168_x_at
11752169_a_at,LOC160428,ALDH1L2,ALDH1L2_11752169_a_at
11752170_a_at,LOC9759,HDAC4,HDAC4_11752170_a_at
11752171_s_at,LOC10558,SPTLC1,SPTLC1_11752171_s_at
11752172_a_at,LOC2264,FGFR4,FGFR4_11752172_a_at
11752173_a_at,LOC23670,TMEM2,TMEM2_11752173_a_at
11752174_a_at,LOC4486,MST1R,MST1R_11752174_a_at
11752175_x_at,LOC10926,DBF4,DBF4_11752175_x_at
11752176_s_at,LOC9870,AREL1,AREL1_11752176_s_at
11752177_a_at,LOC6477,SIAH1,SIAH1_11752177_a_at
11752178_a_at,LOC10507,SEMA4D,SEMA4D_11752178_a_at
11752179_s_at,LOC4077,NBR1,NBR1_11752179_s_at
11752180_x_at,LOC7428,VHL,VHL_11752180_x_at
11752181_a_at,LOC7739,ZNF185,ZNF185_11752181_a_at
11752182_a_at,LOC1739,DLG1,DLG1_11752182_a_at
11752183_s_at,LOC9093,DNAJA3,DNAJA3_11752183_s_at
11752184_a_at,LOC57507,ZNF608,ZNF608_11752184_a_at
11752185_a_at,,MSH5-SAPCD1 || MSH5,MSH5-SAPCD1 || MSH5_11752185_a_at
11752186_a_at,LOC376497,SLC27A1,SLC27A1_11752186_a_at
11752187_a_at,LOC222236,NAPEPLD,NAPEPLD_11752187_a_at
11752188_a_at,LOC26058,GIGYF2,GIGYF2_11752188_a_at
11752189_a_at,LOC9459,ARHGEF6,ARHGEF6_11752189_a_at
11752190_s_at,LOC51114,ZDHHC9,ZDHHC9_11752190_s_at
11752191_s_at,LOC6297,SALL2,SALL2_11752191_s_at
11752192_x_at,,PTPRB,PTPRB_11752192_x_at
11752193_a_at,LOC266747,RGL4,RGL4_11752193_a_at
11752194_a_at,LOC8887,TAX1BP1,TAX1BP1_11752194_a_at
11752195_s_at,LOC8887,TAX1BP1,TAX1BP1_11752195_s_at
11752196_s_at,LOC2022,ENG,ENG_11752196_s_at
11752197_x_at,LOC2022,ENG,ENG_11752197_x_at
11752198_a_at,LOC5797,PTPRM,PTPRM_11752198_a_at
11752199_a_at,LOC351,APP,APP_11752199_a_at
11752200_x_at,LOC351,APP,APP_11752200_x_at
11752201_s_at,,SP140 || SP140L,SP140 || SP140L_11752201_s_at
11752202_a_at,LOC3034,HAL,HAL_11752202_a_at
11752203_a_at,LOC63916,ELMO2,ELMO2_11752203_a_at
11752204_a_at,LOC8943,AP3D1,AP3D1_11752204_a_at
11752205_a_at,LOC79781,IQCA1,IQCA1_11752205_a_at
11752206_a_at,LOC9381,OTOF,OTOF_11752206_a_at
11752207_a_at,LOC639,PRDM1,PRDM1_11752207_a_at
11752208_a_at,LOC2624,GATA2,GATA2_11752208_a_at
11752209_a_at,LOC56899,ANKS1B,ANKS1B_11752209_a_at
11752210_x_at,LOC2677,GGCX,GGCX_11752210_x_at
11752211_a_at,LOC340706,VWA2,VWA2_11752211_a_at
11752212_a_at,LOC57624,NYAP2,NYAP2_11752212_a_at
11752213_a_at,LOC4843,NOS2,NOS2_11752213_a_at
11752214_a_at,LOC1463,NCAN,NCAN_11752214_a_at
11752215_s_at,LOC51031,GLOD4,GLOD4_11752215_s_at
11752216_a_at,LOC7450,VWF,VWF_11752216_a_at
11752217_a_at,LOC11108,PRDM4,PRDM4_11752217_a_at
11752218_a_at,LOC29881,NPC1L1,NPC1L1_11752218_a_at
11752219_a_at,LOC1004,CDH6,CDH6_11752219_a_at
11752220_a_at,LOC10451,VAV3,VAV3_11752220_a_at
11752221_a_at,LOC146862,UNC45B,UNC45B_11752221_a_at
11752222_s_at,LOC7696,ZNF137P,ZNF137P_11752222_s_at
11752223_x_at,LOC5429,POLH,POLH_11752223_x_at
11752224_a_at,LOC162394,SLFN5,SLFN5_11752224_a_at
11752225_a_at,LOC405,ARNT,ARNT_11752225_a_at
11752226_a_at,LOC23020,SNRNP200,SNRNP200_11752226_a_at
11752227_x_at,LOC23020,SNRNP200,SNRNP200_11752227_x_at
11752228_a_at,LOC7786,MAP3K12,MAP3K12_11752228_a_at
11752229_a_at,LOC143884,CWF19L2,CWF19L2_11752229_a_at
11752230_a_at,LOC2186,BPTF,BPTF_11752230_a_at
11752231_s_at,LOC440419,TBC1D3P5,TBC1D3P5_11752231_s_at
11752232_a_at,LOC345930,ECT2L,ECT2L_11752232_a_at
11752233_a_at,LOC131034,CPNE4,CPNE4_11752233_a_at
11752234_a_at,LOC4811,NID1,NID1_11752234_a_at
11752235_x_at,LOC3551,IKBKB,IKBKB_11752235_x_at
11752236_a_at,LOC166378,SPATA5,SPATA5_11752236_a_at
11752237_a_at,LOC205564,SENP5,SENP5_11752237_a_at
11752238_x_at,LOC64718,UNKL,UNKL_11752238_x_at
11752239_a_at,LOC55854,ZC3H15,ZC3H15_11752239_a_at
11752240_a_at,LOC23243,ANKRD28,ANKRD28_11752240_a_at
11752241_x_at,LOC84502,JPH4,JPH4_11752241_x_at
11752242_a_at,LOC22904,SBNO2,SBNO2_11752242_a_at
11752243_a_at,LOC80790,CMIP,CMIP_11752243_a_at
11752244_a_at,LOC84623,KIRREL3,KIRREL3_11752244_a_at
11752245_at,LOC84623,KIRREL3,KIRREL3_11752245_at
11752246_a_at,LOC23166,STAB1,STAB1_11752246_a_at
11752247_a_at,LOC6938,TCF12,TCF12_11752247_a_at
11752248_a_at,LOC4233,MET,MET_11752248_a_at
11752249_a_at,LOC55784,MCTP2,MCTP2_11752249_a_at
11752250_a_at,LOC284654,RSPO1,RSPO1_11752250_a_at
11752251_a_at,LOC8404,SPARCL1,SPARCL1_11752251_a_at
11752252_a_at,LOC57521,RPTOR,RPTOR_11752252_a_at
11752253_a_at,LOC84069,PLEKHN1,PLEKHN1_11752253_a_at
11752254_a_at,LOC55567,DNAH3,DNAH3_11752254_a_at
11752255_x_at,LOC147687,ZNF417,ZNF417_11752255_x_at
11752256_a_at,LOC29890,RBM15B,RBM15B_11752256_a_at
11752257_a_at,LOC6582,SLC22A2,SLC22A2_11752257_a_at
11752258_a_at,LOC2182,ACSL4,ACSL4_11752258_a_at
11752259_a_at,LOC23194,FBXL7,FBXL7_11752259_a_at
11752260_a_at,LOC342125,TMC3,TMC3_11752260_a_at
11752261_a_at,LOC7439,BEST1,BEST1_11752261_a_at
11752262_a_at,LOC4335,MNT,MNT_11752262_a_at
11752263_a_at,LOC114827,FHAD1,FHAD1_11752263_a_at
11752264_a_at,LOC10612,TRIM3,TRIM3_11752264_a_at
11752265_a_at,LOC367,AR,AR_11752265_a_at
11752266_a_at,LOC6867,TACC1,TACC1_11752266_a_at
11752267_a_at,LOC8986,RPS6KA4,RPS6KA4_11752267_a_at
11752268_a_at,LOC375298,CERKL,CERKL_11752268_a_at
11752269_a_at,,UGT1A10 || UGT1A8 || UGT1A7 || UGT1A6 || UGT1A5 || UGT1A9 || UGT1A4 || UGT1A1 || UGT1A3,UGT1A10 || UGT1A8 || UGT1A7 || UGT1A6 || UGT1A5 || UGT1A9 || UGT1A4 || UGT1A1 || UGT1A3_11752269_a_at
11752270_a_at,LOC57113,TRPC7,TRPC7_11752270_a_at
11752271_a_at,LOC1240,CMKLR1,CMKLR1_11752271_a_at
11752272_a_at,LOC11253,MAN1B1,MAN1B1_11752272_a_at
11752273_a_at,LOC1436,CSF1R,CSF1R_11752273_a_at
11752274_a_at,LOC4620,MYH2,MYH2_11752274_a_at
11752275_a_at,LOC6564,SLC15A1,SLC15A1_11752275_a_at
11752276_a_at,LOC11083,DIDO1,DIDO1_11752276_a_at
11752277_a_at,LOC85439,STON2,STON2_11752277_a_at
11752278_x_at,LOC26986,PABPC1,PABPC1_11752278_x_at
11752279_s_at,LOC64061,TSPYL2,TSPYL2_11752279_s_at
11752280_a_at,LOC10181,RBM5,RBM5_11752280_a_at
11752281_x_at,LOC10181,RBM5,RBM5_11752281_x_at
11752282_a_at,LOC8495,PPFIBP2,PPFIBP2_11752282_a_at
11752283_a_at,LOC247,ALOX15B,ALOX15B_11752283_a_at
11752284_x_at,LOC247,ALOX15B,ALOX15B_11752284_x_at
11752285_a_at,LOC23216,TBC1D1,TBC1D1_11752285_a_at
11752286_a_at,LOC1804,DPP6,DPP6_11752286_a_at
11752287_a_at,LOC8899,PRPF4B,PRPF4B_11752287_a_at
11752288_a_at,LOC89853,MVB12B,MVB12B_11752288_a_at
11752289_a_at,LOC4281,MID1,MID1_11752289_a_at
11752290_s_at,LOC4919,ROR1,ROR1_11752290_s_at
11752291_x_at,LOC55676,SLC30A6,SLC30A6_11752291_x_at
11752292_s_at,LOC11143,KAT7,KAT7_11752292_s_at
11752293_s_at,,USP32 || USP6,USP32 || USP6_11752293_s_at
11752294_x_at,LOC9098,USP6,USP6_11752294_x_at
11752295_x_at,LOC6328,SCN3A,SCN3A_11752295_x_at
11752296_x_at,LOC1654,DDX3X,DDX3X_11752296_x_at
11752297_x_at,LOC4261,CIITA,CIITA_11752297_x_at
11752298_a_at,LOC90293,KLHL13,KLHL13_11752298_a_at
11752299_a_at,LOC8925,HERC1,HERC1_11752299_a_at
11752300_a_at,LOC11240,PADI2,PADI2_11752300_a_at
11752301_a_at,LOC80760,ITIH5,ITIH5_11752301_a_at
11752302_a_at,LOC3914,LAMB3,LAMB3_11752302_a_at
11752303_a_at,LOC79699,ZYG11B,ZYG11B_11752303_a_at
11752304_a_at,LOC3691,ITGB4,ITGB4_11752304_a_at
11752305_a_at,LOC55010,PARPBP,PARPBP_11752305_a_at
11752306_a_at,LOC23287,AGTPBP1,AGTPBP1_11752306_a_at
11752307_a_at,LOC3680,ITGA9,ITGA9_11752307_a_at
11752308_a_at,LOC8749,ADAM18,ADAM18_11752308_a_at
11752309_a_at,LOC29841,GRHL1,GRHL1_11752309_a_at
11752310_x_at,LOC10501,SEMA6B,SEMA6B_11752310_x_at
11752311_x_at,LOC23177,CEP68,CEP68_11752311_x_at
11752312_x_at,LOC57611,ISLR2,ISLR2_11752312_x_at
11752313_a_at,LOC56165,TDRD1,TDRD1_11752313_a_at
11752314_a_at,LOC55729,ATF7IP,ATF7IP_11752314_a_at
11752315_a_at,LOC129563,DIS3L2,DIS3L2_11752315_a_at
11752316_a_at,LOC11190,CEP250,CEP250_11752316_a_at
11752317_a_at,LOC4931,NVL,NVL_11752317_a_at
11752318_a_at,LOC10384,BTN3A3,BTN3A3_11752318_a_at
11752319_a_at,LOC27102,EIF2AK1,EIF2AK1_11752319_a_at
11752320_x_at,LOC27102,EIF2AK1,EIF2AK1_11752320_x_at
11752321_a_at,LOC145282,MIPOL1,MIPOL1_11752321_a_at
11752322_a_at,LOC56666,PANX2,PANX2_11752322_a_at
11752323_a_at,LOC54084,TSPEAR,TSPEAR_11752323_a_at
11752324_a_at,LOC23329,TBC1D30,TBC1D30_11752324_a_at
11752325_a_at,LOC4916,NTRK3,NTRK3_11752325_a_at
11752326_a_at,LOC138649,ANKRD19P,ANKRD19P_11752326_a_at
11752327_a_at,LOC10472,ZBTB18,ZBTB18_11752327_a_at
11752328_a_at,LOC3480,IGF1R,IGF1R_11752328_a_at
11752329_a_at,LOC64446,DNAI2,DNAI2_11752329_a_at
11752330_x_at,LOC57410,SCYL1,SCYL1_11752330_x_at
11752331_s_at,,SLX1A-SULT1A3 || SLX1B-SULT1A4 || LOC101929857 || SULT1A4 || SULT1A3,SLX1A-SULT1A3 || SLX1B-SULT1A4 || LOC101929857 || SULT1A4 || SULT1A3_11752331_s_at
11752332_x_at,LOC4210,MEFV,MEFV_11752332_x_at
11752333_a_at,LOC3685,ITGAV,ITGAV_11752333_a_at
11752334_a_at,LOC7559,ZNF12,ZNF12_11752334_a_at
11752335_x_at,LOC7559,ZNF12,ZNF12_11752335_x_at
11752336_x_at,LOC79157,MFSD11,MFSD11_11752336_x_at
11752337_a_at,LOC81796,SLCO5A1,SLCO5A1_11752337_a_at
11752338_a_at,LOC94122,SYTL5,SYTL5_11752338_a_at
11752339_a_at,LOC221393,GPR115,GPR115_11752339_a_at
11752340_x_at,LOC4000,LMNA,LMNA_11752340_x_at
11752341_a_at,LOC2157,F8,F8_11752341_a_at
11752342_x_at,LOC5315,PKM,PKM_11752342_x_at
11752343_a_at,LOC402415,XKRX,XKRX_11752343_a_at
11752344_x_at,LOC342667,STAC2,STAC2_11752344_x_at
11752345_a_at,LOC253559,CADM2,CADM2_11752345_a_at
11752346_a_at,LOC10956,OS9,OS9_11752346_a_at
11752347_x_at,LOC10956,OS9,OS9_11752347_x_at
11752348_a_at,LOC23329,TBC1D30,TBC1D30_11752348_a_at
11752349_a_at,LOC60684,TRAPPC11,TRAPPC11_11752349_a_at
11752350_x_at,LOC285203,EOGT,EOGT_11752350_x_at
11752351_a_at,LOC84919,PPP1R15B,PPP1R15B_11752351_a_at
11752352_a_at,LOC284525,SLC9C2,SLC9C2_11752352_a_at
11752353_x_at,LOC4776,NFATC4,NFATC4_11752353_x_at
11752354_a_at,LOC56243,KIAA1217,KIAA1217_11752354_a_at
11752355_x_at,LOC56243,KIAA1217,KIAA1217_11752355_x_at
11752356_a_at,LOC10257,ABCC4,ABCC4_11752356_a_at
11752357_a_at,LOC1629,DBT,DBT_11752357_a_at
11752358_a_at,LOC8735,MYH13,MYH13_11752358_a_at
11752359_x_at,LOC57062,DDX24,DDX24_11752359_x_at
11752360_s_at,LOC55696,RBM22,RBM22_11752360_s_at
11752361_s_at,LOC91624,NEXN,NEXN_11752361_s_at
11752362_a_at,LOC55206,SBNO1,SBNO1_11752362_a_at
11752363_x_at,LOC55206,SBNO1,SBNO1_11752363_x_at
11752364_s_at,LOC7080,NKX2-1,NKX2-1_11752364_s_at
11752365_at,LOC442459,XRCC6P5,XRCC6P5_11752365_at
11752366_a_at,LOC79874,RABEP2,RABEP2_11752366_a_at
11752367_x_at,LOC79874,RABEP2,RABEP2_11752367_x_at
11752368_a_at,LOC10655,DMRT2,DMRT2_11752368_a_at
11752369_a_at,LOC3615,IMPDH2,IMPDH2_11752369_a_at
11752370_x_at,LOC3615,IMPDH2,IMPDH2_11752370_x_at
11752371_a_at,LOC10349,ABCA10,ABCA10_11752371_a_at
11752372_x_at,LOC10349,ABCA10,ABCA10_11752372_x_at
11752373_a_at,LOC9892,SNAP91,SNAP91_11752373_a_at
11752374_a_at,LOC353497,POLN,POLN_11752374_a_at
11752375_a_at,LOC55503,TRPV6,TRPV6_11752375_a_at
11752376_a_at,LOC2690,GHR,GHR_11752376_a_at
11752377_a_at,LOC22794,CASC3,CASC3_11752377_a_at
11752378_x_at,LOC163071,ZNF114,ZNF114_11752378_x_at
11752379_a_at,LOC79772,MCTP1,MCTP1_11752379_a_at
11752380_a_at,LOC51134,CCDC41,CCDC41_11752380_a_at
11752381_a_at,LOC440730,TRIM67,TRIM67_11752381_a_at
11752382_a_at,LOC1901,S1PR1,S1PR1_11752382_a_at
11752383_a_at,LOC1291,COL6A1,COL6A1_11752383_a_at
11752384_s_at,LOC1291,COL6A1,COL6A1_11752384_s_at
11752385_a_at,LOC25791,NGEF,NGEF_11752385_a_at
11752386_a_at,LOC4664,NAB1,NAB1_11752386_a_at
11752387_a_at,LOC2113,ETS1,ETS1_11752387_a_at
11752388_a_at,LOC369,ARAF,ARAF_11752388_a_at
11752389_a_at,LOC285242,HTR3E,HTR3E_11752389_a_at
11752390_x_at,LOC51586,MED15,MED15_11752390_x_at
11752391_a_at,LOC56163,RNF17,RNF17_11752391_a_at
11752392_a_at,LOC1290,COL5A2,COL5A2_11752392_a_at
11752393_x_at,LOC1290,COL5A2,COL5A2_11752393_x_at
11752394_x_at,,SULT1C4,SULT1C4_11752394_x_at
11752395_a_at,LOC4772,NFATC1,NFATC1_11752395_a_at
11752396_a_at,LOC11069,RAPGEF4,RAPGEF4_11752396_a_at
11752397_a_at,LOC27151,CPAMD8,CPAMD8_11752397_a_at
11752398_a_at,LOC339541,C1ORF228,C1ORF228_11752398_a_at
11752399_a_at,LOC8880,FUBP1,FUBP1_11752399_a_at
11752400_a_at,LOC51043,ZBTB7B,ZBTB7B_11752400_a_at
11752401_x_at,LOC23784,POTEH || POTEG,POTEH || POTEG_11752401_x_at
11752402_x_at,LOC51208,CLDN18,CLDN18_11752402_x_at
11752403_a_at,LOC55240,STEAP3,STEAP3_11752403_a_at
11752404_x_at,LOC89790,SIGLEC10,SIGLEC10_11752404_x_at
11752405_a_at,LOC221178,SPATA13,SPATA13_11752405_a_at
11752406_x_at,LOC221178,SPATA13,SPATA13_11752406_x_at
11752407_x_at,LOC80222,TARS2,TARS2_11752407_x_at
11752408_a_at,LOC22864,R3HDM2,R3HDM2_11752408_a_at
11752409_a_at,LOC55706,NDC1,NDC1_11752409_a_at
11752410_a_at,LOC59351,PBOV1,PBOV1_11752410_a_at
11752411_a_at,LOC83987,CCDC8,CCDC8_11752411_a_at
11752412_a_at,LOC5528,PPP2R5D,PPP2R5D_11752412_a_at
11752413_a_at,LOC578,BAK1,BAK1_11752413_a_at
11752414_a_at,LOC9024,BRSK2,BRSK2_11752414_a_at
11752415_x_at,LOC9024,BRSK2,BRSK2_11752415_x_at
11752416_at,LOC646982,LINC00598,LINC00598_11752416_at
11752417_a_at,LOC10989,IMMT,IMMT_11752417_a_at
11752418_a_at,LOC134265,AFAP1L1,AFAP1L1_11752418_a_at
11752419_a_at,LOC3096,HIVEP1,HIVEP1_11752419_a_at
11752420_x_at,LOC728741,NPIPB6,NPIPB6_11752420_x_at
11752421_a_at,LOC126549,ANKLE1,ANKLE1_11752421_a_at
11752422_x_at,LOC126549,ANKLE1,ANKLE1_11752422_x_at
11752423_a_at,LOC2162,F13A1,F13A1_11752423_a_at
11752424_a_at,LOC285672,SREK1IP1,SREK1IP1_11752424_a_at
11752425_s_at,LOC8725,URI1,URI1_11752425_s_at
11752426_a_at,LOC23261,CAMTA1,CAMTA1_11752426_a_at
11752427_a_at,LOC23542,MAPK8IP2,MAPK8IP2_11752427_a_at
11752428_x_at,LOC8837,CFLAR,CFLAR_11752428_x_at
11752429_a_at,LOC121227,LRIG3,LRIG3_11752429_a_at
11752430_s_at,,ADAM21P1 || ADAM21,ADAM21P1 || ADAM21_11752430_s_at
11752431_a_at,LOC29882,ANAPC2,ANAPC2_11752431_a_at
11752432_s_at,LOC250,ALPP,ALPP_11752432_s_at
11752433_x_at,LOC55627,SMPD4,SMPD4_11752433_x_at
11752434_a_at,LOC2132,EXT2,EXT2_11752434_a_at
11752435_s_at,LOC2132,EXT2,EXT2_11752435_s_at
11752436_x_at,LOC79884,MAP9,MAP9_11752436_x_at
11752437_s_at,LOC386617,KCTD8,KCTD8_11752437_s_at
11752438_a_at,LOC29115,SAP30BP,SAP30BP_11752438_a_at
11752439_s_at,LOC375056,MIA3,MIA3_11752439_s_at
11752440_a_at,LOC3594,IL12RB1,IL12RB1_11752440_a_at
11752441_s_at,LOC2859,GPR35,GPR35_11752441_s_at
11752442_a_at,LOC407975,MIR17HG,MIR17HG_11752442_a_at
11752443_a_at,LOC83416,FCRL5,FCRL5_11752443_a_at
11752444_a_at,LOC4763,NF1,NF1_11752444_a_at
11752445_x_at,LOC4763,NF1,NF1_11752445_x_at
11752446_a_at,LOC114792,KLHL32,KLHL32_11752446_a_at
11752447_a_at,LOC10716,TBR1,TBR1_11752447_a_at
11752448_a_at,LOC5034,P4HB,P4HB_11752448_a_at
11752449_x_at,LOC5034,P4HB,P4HB_11752449_x_at
11752450_a_at,LOC10497,UNC13B,UNC13B_11752450_a_at
11752451_a_at,LOC9890,LPR4*,LPR4*_11752451_a_at
11752452_x_at,LOC64579,NDST4,NDST4_11752452_x_at
11752453_a_at,LOC2820,GPD2,GPD2_11752453_a_at
11752454_a_at,LOC9755,TBKBP1,TBKBP1_11752454_a_at
11752455_a_at,LOC55160,ARHGEF10L,ARHGEF10L_11752455_a_at
11752456_a_at,LOC58489,ABHD17C,ABHD17C_11752456_a_at
11752457_a_at,LOC3698,ITIH2,ITIH2_11752457_a_at
11752458_a_at,LOC5315,PKM,PKM_11752458_a_at
11752459_a_at,LOC10329,TMEM5,TMEM5_11752459_a_at
11752460_a_at,LOC9348,NDST3,NDST3_11752460_a_at
11752461_a_at,LOC114793,FMNL2,FMNL2_11752461_a_at
11752462_a_at,LOC126549,ANKLE1,ANKLE1_11752462_a_at
11752463_x_at,LOC126549,ANKLE1,ANKLE1_11752463_x_at
11752464_a_at,LOC6507,SLC1A3,SLC1A3_11752464_a_at
11752465_a_at,LOC6198,RPS6KB1,RPS6KB1_11752465_a_at
11752466_s_at,LOC6198,RPS6KB1,RPS6KB1_11752466_s_at
11752467_s_at,LOC3635,INPP5D,INPP5D_11752467_s_at
11752468_s_at,LOC1911,PHC1,PHC1_11752468_s_at
11752469_a_at,LOC54414,SIAE,SIAE_11752469_a_at
11752470_s_at,LOC1975,EIF4B,EIF4B_11752470_s_at
11752471_a_at,LOC10825,NEU3,NEU3_11752471_a_at
11752472_a_at,LOC9862,MED24,MED24_11752472_a_at
11752473_x_at,LOC9862,MED24,MED24_11752473_x_at
11752474_a_at,LOC6425,SFRP5,SFRP5_11752474_a_at
11752475_at,LOC400454,UNQ9370*,UNQ9370*_11752475_at
11752476_x_at,LOC400454,UNQ9370*,UNQ9370*_11752476_x_at
11752477_a_at,LOC5871,MAP4K2,MAP4K2_11752477_a_at
11752478_a_at,LOC6540,SLC6A13,SLC6A13_11752478_a_at
11752479_a_at,LOC2719,GPC3,GPC3_11752479_a_at
11752480_a_at,LOC6928,HNF1B,HNF1B_11752480_a_at
11752481_a_at,LOC351,APP,APP_11752481_a_at
11752482_a_at,LOC2201,FBN2,FBN2_11752482_a_at
11752483_a_at,LOC55351,STK32B,STK32B_11752483_a_at
11752484_a_at,LOC84928,TMEM209,TMEM209_11752484_a_at
11752485_a_at,LOC7874,USP7,USP7_11752485_a_at
11752486_a_at,LOC2539,G6PD,G6PD_11752486_a_at
11752487_a_at,LOC83891,SNX25,SNX25_11752487_a_at
11752488_a_at,LOC28513,CDH19,CDH19_11752488_a_at
11752489_s_at,LOC55244,SLC47A1,SLC47A1_11752489_s_at
11752490_x_at,LOC10316,NMUR1,NMUR1_11752490_x_at
11752491_x_at,LOC10043,TOM1,TOM1_11752491_x_at
11752492_a_at,LOC92,ACVR2A,ACVR2A_11752492_a_at
11752493_a_at,LOC3777,KCNK3,KCNK3_11752493_a_at
11752494_a_at,LOC55626,AMBRA1,AMBRA1_11752494_a_at
